antidep,var_id,cgrp,ctype,code,coef,likelir,vif,description,notes,Proper,Revised
Less common antidepressants or combination of antidepressants,912,rx,GEN,G07984,0.03,1.11,1.07,MONTELUKAST SODIUM,BRONCHIAL DILATORS,Montelukast Sodium,Montelukast Sodium
ESCITALOPRAM,162,dxo,ICD9,27801,0.13,1.37,1.04,MORBID OBESITY,OTHER NUTRITIONAL; ENDOCRINE;,Morbid Obesity,Morbid Obesity
FLUOXETINE,151,dxo,ICD9,27801,0.05,1.24,1.09,MORBID OBESITY,OTHER NUTRITIONAL; ENDOCRINE;,Morbid Obesity,Morbid Obesity
SERTRALINE,24,dxi,ICD9,27801,0.09,1.21,1.07,MORBID OBESITY,OTHER NUTRITIONAL; ENDOCRINE;,Morbid Obesity,Morbid Obesity
Less common antidepressants or combination of antidepressants,179,dxo,ICD9,27801,0.06,1.23,1.14,MORBID OBESITY,OTHER NUTRITIONAL; ENDOCRINE;,Morbid Obesity,Morbid Obesity
AMITRIPTYLINE,907,rx,GEN,G07988,0.37,2.36,1.06,MORPHINE SULFATE,NARCOTIC ANALGESICS,Morphine Sulfate,Morphine Sulfate
DOXEPIN,901,rx,GEN,G07988,0.2,1.37,1.02,MORPHINE SULFATE,NARCOTIC ANALGESICS,Morphine Sulfate,Morphine Sulfate
DULOXETINE,226,dxo,ICD9,340,0.1,1.21,1.01,MULTIPLE SCLEROSIS,MULTIPLE SCLEROSIS,Multiple Sclerosis,Multiple Sclerosis
ESCITALOPRAM,216,dxo,ICD9,340,0.13,1.33,1.01,MULTIPLE SCLEROSIS,MULTIPLE SCLEROSIS,Multiple Sclerosis,Multiple Sclerosis
FLUOXETINE,204,dxo,ICD9,340,0.17,1.39,1.01,MULTIPLE SCLEROSIS,MULTIPLE SCLEROSIS,Multiple Sclerosis,Multiple Sclerosis
SERTRALINE,219,dxo,ICD9,340,0.1,1.23,1.01,MULTIPLE SCLEROSIS,MULTIPLE SCLEROSIS,Multiple Sclerosis,Multiple Sclerosis
Less common antidepressants or combination of antidepressants,242,dxo,ICD9,340,0.13,1.21,1.02,MULTIPLE SCLEROSIS,MULTIPLE SCLEROSIS,Multiple Sclerosis,Multiple Sclerosis
CITALOPRAM,917,rx,GEN,G08187,-0.06,0.93,1.02,MUPIROCIN,OTHER ANTIBIOTICS,Mupirocin,Mupirocin
AMITRIPTYLINE,490,dxo,ICD9,72887,-0.16,1.17,1.04,MUSCLE WEAKNESS (GENERALIZED),OTHER CONNECTIVE TISSUE DISEAS,Muscle Weakness (Generalized),Generalized Muscle Weakness
BUPROPION,202,dxo,ICD9,3671,0.15,1.31,1,MYOPIA,BLINDNESS AND VISION DEFECTS,Myopia,Myopia
CITALOPRAM,246,dxo,ICD9,3671,0.09,1.02,1.05,MYOPIA,BLINDNESS AND VISION DEFECTS,Myopia,Myopia
FLUOXETINE,223,dxo,ICD9,3671,0.08,1,1.01,MYOPIA,BLINDNESS AND VISION DEFECTS,Myopia,Myopia
PAROXETINE,233,dxo,ICD9,3671,0.07,1,1.01,MYOPIA,BLINDNESS AND VISION DEFECTS,Myopia,Myopia
SERTRALINE,241,dxo,ICD9,3671,0.08,1,1.01,MYOPIA,BLINDNESS AND VISION DEFECTS,Myopia,Myopia
DULOXETINE,911,rx,GEN,G08337,0.1,1.19,1.01,NABUMETONE,ANTIARTHRITICS,Nabumetone,Nabumetone
ESCITALOPRAM,907,rx,GEN,G08405,-0.05,1.01,1.01,NAPROXEN,ANTIARTHRITICS,Naproxen,Naproxen
SERTRALINE,918,rx,GEN,G08405,-0.06,0.94,1.02,NAPROXEN,ANTIARTHRITICS,Naproxen,Naproxen
Less common antidepressants or combination of antidepressants,917,rx,GEN,G08405,-0.03,0.94,1.02,NAPROXEN,ANTIARTHRITICS,Naproxen,Naproxen
SERTRALINE,547,dxo,ICD9,78701,-0.04,0.82,1.11,NAUSEA WITH VOMITING,NAUSEA AND VOMITING,Nausea With Vomiting,Nausea With Vomiting
CITALOPRAM,637,dxo,ICD9,V0382,0.05,1.26,1.02,NEED FOR PROPHYLACTIC VACCINATION AGAINST STREPTOCOCCUS PNEUMONIAE (PNEUMOCOCCUS),IMMUNIZATIONS AND SCREENING FO,Need For Prophylactic Vaccination Against Streptococcus Pneumoniae (Pneumococcus),Prophylactic Vaccination Against Streptococcus Pneumoniae
Less common antidepressants or combination of antidepressants,641,dxo,ICD9,V0382,0.04,1.27,1.02,NEED FOR PROPHYLACTIC VACCINATION AGAINST STREPTOCOCCUS PNEUMONIAE (PNEUMOCOCCUS),IMMUNIZATIONS AND SCREENING FO,Need For Prophylactic Vaccination Against Streptococcus Pneumoniae (Pneumococcus),Prophylactic Vaccination Against Streptococcus Pneumoniae
DULOXETINE,915,rx,GEN,G08456,0.08,1.32,1.07,"NEEDLES, INSULIN DISPOSABLE",MEDICAL SUPPLIES,"Needles, Insulin Disposable","Needles, Insulin Disposable"
PAROXETINE,905,rx,GEN,G08456,0.11,1.51,1.06,"NEEDLES, INSULIN DISPOSABLE",MEDICAL SUPPLIES,"Needles, Insulin Disposable","Needles, Insulin Disposable"
Less common antidepressants or combination of antidepressants,920,rx,GEN,G08463,-0.03,0.7,1.04,NEFAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Nefazodone Hcl,Nefazodone 
SERTRALINE,497,dxo,ICD9,7391,0.05,1.02,1.4,"NONALLOPATHIC LESION OF CERVICAL REGION, NOT ELSEWHERE CLASSIFIED",OTHER BONE DISEASE AND MUSCULO,"Nonallopathic Lesion Of Cervical Region, Not Elsewhere Classified",Nonallopathic Lesion Of Cervical Region
VENLAFAXINE,494,dxo,ICD9,7391,0.03,1,1.01,"NONALLOPATHIC LESION OF CERVICAL REGION, NOT ELSEWHERE CLASSIFIED",OTHER BONE DISEASE AND MUSCULO,"Nonallopathic Lesion Of Cervical Region, Not Elsewhere Classified",Nonallopathic Lesion Of Cervical Region
SERTRALINE,499,dxo,ICD9,7393,0.03,1.04,1.4,"NONALLOPATHIC LESION OF LUMBAR REGION, NOT ELSEWHERE CLASSIFIED",OTHER BONE DISEASE AND MUSCULO,"Nonallopathic Lesion Of Lumbar Region, Not Elsewhere Classified",Nonallopathic Lesion Of Cervical Region
CITALOPRAM,201,dxo,ICD9,30500,-0.09,0.61,1.12,"NONDEPENDENT ALCOHOL ABUSE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Nondependent Alcohol Abuse, Unspecified Drunkenness","Nondependent Alcohol Abuse, Unspecified Drunkenness"
FLUOXETINE,184,dxo,ICD9,30500,-0.12,0.6,1.04,"NONDEPENDENT ALCOHOL ABUSE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Nondependent Alcohol Abuse, Unspecified Drunkenness","Nondependent Alcohol Abuse, Unspecified Drunkenness"
PAROXETINE,190,dxo,ICD9,30500,-0.1,0.69,1.03,"NONDEPENDENT ALCOHOL ABUSE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Nondependent Alcohol Abuse, Unspecified Drunkenness","Nondependent Alcohol Abuse, Unspecified Drunkenness"
Less common antidepressants or combination of antidepressants,42,dxi,ICD9,30500,-0.08,0.65,1.29,"NONDEPENDENT ALCOHOL ABUSE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Nondependent Alcohol Abuse, Unspecified Drunkenness","Nondependent Alcohol Abuse, Unspecified Drunkenness"
BUPROPION,165,dxo,ICD9,3051,-0.32,0.67,1.07,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
CITALOPRAM,202,dxo,ICD9,3051,-0.03,0.93,1.1,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
ESCITALOPRAM,196,dxo,ICD9,3051,0.04,1.14,1.06,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
FLUOXETINE,185,dxo,ICD9,3051,-0.04,0.97,1.09,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
SERTRALINE,200,dxo,ICD9,3051,-0.05,0.93,1.07,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
VENLAFAXINE,193,dxo,ICD9,3051,-0.05,0.9,1.07,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
Less common antidepressants or combination of antidepressants,43,dxi,ICD9,3051,-0.04,0.84,1.24,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
Less common antidepressants or combination of antidepressants,220,dxo,ICD9,3051,-0.04,0.95,1.18,NONDEPENDENT TOBACCO USE DISORDER,SCREENING AND HISTORY OF MENTA,Nondependent Tobacco Use Disorder,Nondependent Tobacco Use Disorder
SERTRALINE,926,rx,GEN,G08620,0.13,1.04,1.04,NORETHINDRONE,SYSTEMIC CONTRACEPTIVES,Norethindrone,Norethindrone
SERTRALINE,928,rx,GEN,G08626,0.08,0.93,1.02,NORETHINDRONE-ETHIN. ESTRADIOL,SYSTEMIC CONTRACEPTIVES,Norethindrone-Ethin. Estradiol,Norethindrone-Ethin. Estradiol
CITALOPRAM,929,rx,GEN,G08632,0.08,0.82,1.06,NORGESTIMATE-ETHINYL ESTRADIOL,SYSTEMIC CONTRACEPTIVES,Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol
SERTRALINE,929,rx,GEN,G08632,0.06,0.82,1.07,NORGESTIMATE-ETHINYL ESTRADIOL,SYSTEMIC CONTRACEPTIVES,Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol
NORTRIPTYLINE,925,rx,GEN,G08636,1.08,1.76,1.41,NORTRIPTYLINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Nortriptyline Hcl,Nortriptyline 
Less common antidepressants or combination of antidepressants,928,rx,GEN,G08636,0.19,1.07,1.04,NORTRIPTYLINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Nortriptyline Hcl,Nortriptyline 
ESCITALOPRAM,10,aa,meas,nadep_23,0.09,1.52,3.15,"Num Previous Antidep: 2,3",Measures,"Num Previous Antidep: 2,3",History of taking 2 or 3 antidepressants
PAROXETINE,10,aa,meas,nadep_23,0.17,1.14,2.79,"Num Previous Antidep: 2,3",Measures,"Num Previous Antidep: 2,3",History of taking 2 or 3 antidepressants
ROPINIROLE,9,aa,meas,nadep_23,0.23,1.27,2.29,"Num Previous Antidep: 2,3",Measures,"Num Previous Antidep: 2,3",History of taking 2 or 3 antidepressants
VENLAFAXINE,10,aa,meas,nadep_23,0.12,0.95,2.75,"Num Previous Antidep: 2,3",Measures,"Num Previous Antidep: 2,3",History of taking 2 or 3 antidepressants
DULOXETINE,11,aa,meas,nadep_4+,-0.27,0.71,1.16,Num Previous Antidep: 4+,Measures,Num Previous Antidep: 4+,History of taking 4 or more antidepressants
ESCITALOPRAM,11,aa,meas,nadep_4+,-0.27,1.31,1.25,Num Previous Antidep: 4+,Measures,Num Previous Antidep: 4+,History of taking 4 or more antidepressants
FLUOXETINE,11,aa,meas,nadep_4+,-0.15,0.56,1.15,Num Previous Antidep: 4+,Measures,Num Previous Antidep: 4+,History of taking 4 or more antidepressants
Less common antidepressants or combination of antidepressants,11,aa,meas,nadep_4+,-0.4,0.84,1.37,Num Previous Antidep: 4+,Measures,Num Previous Antidep: 4+,History of taking 4 or more antidepressants
AMITRIPTYLINE,11,aa,meas,nepi_2+,-0.23,1.62,1.56,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
BUPROPION,12,aa,meas,nepi_2+,-0.11,1.33,1.56,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
CITALOPRAM,11,aa,meas,nepi_2+,-0.2,0.88,1.63,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
DESVENLAFAXINE,12,aa,meas,nepi_2+,-0.14,0.75,1.66,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
DOXEPIN,12,aa,meas,nepi_2+,-0.27,1.12,1.6,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
DULOXETINE,12,aa,meas,nepi_2+,-0.18,0.91,1.72,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
ESCITALOPRAM,12,aa,meas,nepi_2+,-0.16,1.29,2.41,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
FLUOXETINE,12,aa,meas,nepi_2+,-0.16,0.83,1.66,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
MIRTAZAPINE,12,aa,meas,nepi_2+,-0.14,1.18,1.62,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
PAROXETINE,12,aa,meas,nepi_2+,-0.28,0.91,2.14,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
ROPINIROLE,11,aa,meas,nepi_2+,-0.24,1.03,2.19,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
SERTRALINE,11,aa,meas,nepi_2+,-0.18,0.84,1.61,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
VENLAFAXINE,12,aa,meas,nepi_2+,-0.24,0.81,2.29,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
Less common antidepressants or combination of antidepressants,12,aa,meas,nepi_2+,-0.16,0.97,1.75,Num Previous Episodes: 2+,Measures,Num Previous Episodes: 2+,2 or more episodes of depression
AMITRIPTYLINE,12,aa,meas,nrem_2+,0.8,10.58,1.19,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
BUPROPION,13,aa,meas,nrem_2+,0.44,10.49,1.28,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
CITALOPRAM,12,aa,meas,nrem_2+,0.4,2.39,1.24,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
DESVENLAFAXINE,13,aa,meas,nrem_2+,0.5,2.3,1.33,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
DOXEPIN,13,aa,meas,nrem_2+,0.62,3.84,1.25,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
DULOXETINE,13,aa,meas,nrem_2+,0.42,2.67,1.29,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
ESCITALOPRAM,13,aa,meas,nrem_2+,0.52,6.14,1.23,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
FLUOXETINE,13,aa,meas,nrem_2+,0.44,2.41,1.27,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
MIRTAZAPINE,13,aa,meas,nrem_2+,0.46,5.28,1.33,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
NORTRIPTYLINE,13,aa,meas,nrem_2+,0.49,7.65,1.22,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
PAROXETINE,13,aa,meas,nrem_2+,0.59,2.88,1.24,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
ROPINIROLE,12,aa,meas,nrem_2+,0.46,2.12,1.23,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
SERTRALINE,12,aa,meas,nrem_2+,0.47,2.49,1.25,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
TRAZODONE,12,aa,meas,nrem_2+,0.48,11.93,1.21,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
VENLAFAXINE,13,aa,meas,nrem_2+,0.41,2.17,1.3,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
Less common antidepressants or combination of antidepressants,13,aa,meas,nrem_2+,0.48,3.29,1.37,Num Previous Remissions: 2+,Measures,Num Previous Remissions: 2+,2 or more responses to antidepressants
FLUOXETINE,150,dxo,ICD9,27800,0.04,1.18,1.09,"OBESITY, UNSPECIFIED",OTHER NUTRITIONAL; ENDOCRINE;,"Obesity, Unspecified",Obesity
SERTRALINE,23,dxi,ICD9,27800,0.06,1.1,1.07,"OBESITY, UNSPECIFIED",OTHER NUTRITIONAL; ENDOCRINE;,"Obesity, Unspecified",Obesity
Less common antidepressants or combination of antidepressants,178,dxo,ICD9,27800,0.03,1.14,1.13,"OBESITY, UNSPECIFIED",OTHER NUTRITIONAL; ENDOCRINE;,"Obesity, Unspecified",Obesity
FLUOXETINE,178,dxo,ICD9,3003,-0.06,0.48,1.04,OBSESSIVE-COMPULSIVE DISORDERS,ANXIETY DISORDERS,Obsessive-Compulsive Disorders,Obsessive-Compulsive Disorders
SERTRALINE,195,dxo,ICD9,3003,-0.07,0.45,1.04,OBSESSIVE-COMPULSIVE DISORDERS,ANXIETY DISORDERS,Obsessive-Compulsive Disorders,Obsessive-Compulsive Disorders
Less common antidepressants or combination of antidepressants,213,dxo,ICD9,3003,-0.08,0.52,1.09,OBSESSIVE-COMPULSIVE DISORDERS,ANXIETY DISORDERS,Obsessive-Compulsive Disorders,Obsessive-Compulsive Disorders
CITALOPRAM,214,dxo,ICD9,32723,0.15,1.32,1.07,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
DOXEPIN,213,dxo,ICD9,32723,-0.26,0.83,1.03,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
DULOXETINE,218,dxo,ICD9,32723,0.07,1.18,1.23,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
ESCITALOPRAM,208,dxo,ICD9,32723,0.17,1.49,1.08,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
FLUOXETINE,198,dxo,ICD9,32723,0.07,1.32,1.11,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
PAROXETINE,204,dxo,ICD9,32723,0.14,1.39,1.15,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
SERTRALINE,212,dxo,ICD9,32723,0.11,1.31,1.11,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
VENLAFAXINE,205,dxo,ICD9,32723,0.09,1.15,1.18,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
Less common antidepressants or combination of antidepressants,231,dxo,ICD9,32723,0.08,1.3,1.17,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC),RESIDUAL CODES; UNCLASSIFIED,Obstructive Sleep Apnea (Adult) (Pediatric),Obstructive Sleep Apnea
FLUOXETINE,926,rx,GEN,G08828,-0.15,0.51,1.05,OLANZAPINE,ATARACTICS-TRANQUILIZERS,Olanzapine,Olanzapine
DULOXETINE,929,rx,GEN,G08841,0.16,1.39,1.01,OLMESARTAN/HYDROCHLOROTHIAZIDE,OTHER ANTIHYPERTENSIVES,Olmesartan/Hydrochlorothiazide,Olmesartan/Hydrochlorothiazide
VENLAFAXINE,931,rx,GEN,G08841,0.19,1.49,1.01,OLMESARTAN/HYDROCHLOROTHIAZIDE,OTHER ANTIHYPERTENSIVES,Olmesartan/Hydrochlorothiazide,Olmesartan/Hydrochlorothiazide
CITALOPRAM,938,rx,GEN,G08895,0.03,1.13,1.1,OMEPRAZOLE,ANTI-ULCER PREPS/GASTROINTESTINAL PREPS,Omeprazole,Omeprazole
FLUOXETINE,929,rx,GEN,G08895,0.06,1.27,1.09,OMEPRAZOLE,ANTI-ULCER PREPS/GASTROINTESTINAL PREPS,Omeprazole,Omeprazole
Less common antidepressants or combination of antidepressants,935,rx,GEN,G08895,0.05,1.21,1.12,OMEPRAZOLE,ANTI-ULCER PREPS/GASTROINTESTINAL PREPS,Omeprazole,Omeprazole
ROPINIROLE,226,dxo,ICD9,30401,-0.29,0.67,1.02,"OPIOID TYPE DEPENDENCE, CONTINUOUS",SUBSTANCE-RELATED DISORDERS,"Opioid Type Dependence, Continuous",Opioid Type Dependence
Less common antidepressants or combination of antidepressants,218,dxo,ICD9,30401,-0.08,0.86,1.09,"OPIOID TYPE DEPENDENCE, CONTINUOUS",SUBSTANCE-RELATED DISORDERS,"Opioid Type Dependence, Continuous",Opioid Type Dependence
Less common antidepressants or combination of antidepressants,217,dxo,ICD9,30400,-0.05,0.66,1.1,"OPIOID TYPE DEPENDENCE, UNSPECIFIED",SUBSTANCE-RELATED DISORDERS,"Opioid Type Dependence, Unspecified",Opioid Type Dependence
Less common antidepressants or combination of antidepressants,938,rx,GEN,G08949,-0.05,0.92,1.02,OSELTAMIVIR PHOSPHATE,MISCELLANEOUS,Oseltamivir Phosphate,Oseltamivir Phosphate
Less common antidepressants or combination of antidepressants,455,dxo,ICD9,71596,0.06,1.27,1.05,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, LOWER LEG",OSTEOARTHRITIS,"Osteoarthrosis, Unspecified Whether Generalized Or Localized, Lower Leg",Osteoarthrosis
DULOXETINE,613,dxo,ICD9,79389,-0.09,0.99,1.02,OTHER (ABNORMAL) FINDINGS ON RADIOLOGICAL EXAMINATION OF BREAST,NONMALIGNANT BREAST CONDITIONS,Other (Abnormal) Findings On Radiological Examination Of Breast,Abnormal Findings On Radiological Examination Of Breast
VENLAFAXINE,583,dxo,ICD9,79389,-0.1,0.98,1.04,OTHER (ABNORMAL) FINDINGS ON RADIOLOGICAL EXAMINATION OF BREAST,NONMALIGNANT BREAST CONDITIONS,Other (Abnormal) Findings On Radiological Examination Of Breast,Abnormal Findings On Radiological Examination Of Breast
ROPINIROLE,458,dxo,ICD9,7061,-0.23,0.61,1.01,OTHER ACNE,OTHER SKIN DISORDERS,Other Acne,Acne
DULOXETINE,223,dxo,ICD9,33819,-0.12,0.86,1.05,OTHER ACUTE PAIN,OTHER NERVOUS SYSTEM DISORDERS,Other Acute Pain,Acute Pain
AMITRIPTYLINE,512,dxo,ICD9,78009,0.36,2.14,1.01,OTHER ALTERATION OF CONSCIOUSNESS,COMA; STUPOR; AND BRAIN DAMAGE,Other Alteration Of Consciousness,Alteration Of Consciousness
CITALOPRAM,200,dxo,ICD9,30390,-0.11,0.56,1.12,"OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Other And Unspecified Alcohol Dependence, Unspecified Drunkenness","Alcohol Dependence, Unspecified Drunkenness"
SERTRALINE,198,dxo,ICD9,30390,-0.13,0.55,1.04,"OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Other And Unspecified Alcohol Dependence, Unspecified Drunkenness","Alcohol Dependence, Unspecified Drunkenness"
Less common antidepressants or combination of antidepressants,41,dxi,ICD9,30390,-0.11,0.63,1.49,"OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Other And Unspecified Alcohol Dependence, Unspecified Drunkenness","Alcohol Dependence, Unspecified Drunkenness"
Less common antidepressants or combination of antidepressants,216,dxo,ICD9,30390,-0.07,0.65,1.38,"OTHER AND UNSPECIFIED ALCOHOL DEPENDENCE, UNSPECIFIED DRUNKENNESS",ALCOHOL-RELATED DISORDERS,"Other And Unspecified Alcohol Dependence, Unspecified Drunkenness","Alcohol Dependence, Unspecified Drunkenness"
BUPROPION,149,dxo,ICD9,29689,-0.33,1.1,1.03,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
CITALOPRAM,191,dxo,ICD9,29689,-0.26,0.23,1.09,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
DESVENLAFAXINE,161,dxo,ICD9,29689,-0.21,0.22,1.14,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
DULOXETINE,194,dxo,ICD9,29689,-0.17,0.33,1.13,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
ESCITALOPRAM,184,dxo,ICD9,29689,-0.21,0.53,1.11,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
FLUOXETINE,170,dxo,ICD9,29689,-0.2,0.23,1.13,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
PAROXETINE,177,dxo,ICD9,29689,-0.21,0.29,1.1,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
SERTRALINE,188,dxo,ICD9,29689,-0.29,0.21,1.1,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
VENLAFAXINE,178,dxo,ICD9,29689,-0.25,0.23,1.12,OTHER AND UNSPECIFIED BIPOLAR DISORDERS,MOOD DISORDERS,Other And Unspecified Bipolar Disorders,Bipolar Disorders
